File,SizeKB,DateCreated,DateModified,MD5,Notes
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\SCRIPTS = ATM\ATM SCRIPT 1.DOC,33.8,1998-09-04,2017-12-14,7A0C05BF66D0051985B540509E6D3D9C,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\SCRIPTS = ATM\ATM SCRIPT 2.DOC,34.8,1998-09-04,2017-12-14,5C4787D2F6205BDC6567D22DB4393AE2,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\SCRIPTS = ATM\ATM SCRIPT 3.DOC,34.8,1998-09-04,2017-12-14,B4F4068EFD956A1A5F036256F5D0FBB3,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\SCRIPTS = ATM\ATM SCRIPT 4.DOC,39.9,1998-09-04,2017-12-14,5B141620B1B09228C421A6E6229E318F,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\SCRIPTS = ATM\ATM SCRIPT Daily.DOC,27.6,1998-09-04,2017-12-14,A168025B29D2CF6E6BAFF4EC68B7D197,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\SCRIPTS = ATM\Tips for consumers.DOC,5.6,1998-09-04,2017-12-14,81926F7C4FFCC4AEC5EE69C3E504C393,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Summary Statistics\ATM = Statistics  .DOC,5.1,1998-09-04,2017-12-14,D349A7D62115A41E9B63E6FED06D6947,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\TELEPHONES = ATM  .DOC,27.6,2000-02-24,2017-12-14,1A8160E19851602641172416171A616F,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\American Banker letter.DOC,10.2,1998-09-04,2017-12-14,F8FB818B1AE76E236A4F20428CA17FF4,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\FBI confirmation inquiry.DOC,5.6,1998-09-04,2017-12-14,2105974715A16B645EA15B8F777ADA83,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\Houlihan's Legal Promise.DOC,10.2,1998-09-04,2017-12-14,2AA0A492CD3193BA61BF4FF8254587FC,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\Houlihan's Video Request.DOC,10.8,1998-09-04,2017-12-14,BFE25BFC20E3E9888B658BA53459B97F,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\Ltr Boca Raton Rolex.DOC,10.2,1998-09-04,2017-12-14,48A875BF8742DE37E9582EB62DD49E81,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\Marchitello Folo-Up Ltr.DOC,6.1,1998-09-04,2017-12-14,44B3483AF951A62F99C2ACA648347C3C,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\Prof Schreiber Letter.DOC,5.6,1998-09-04,2017-12-14,86A0AADEDFBCB6B5B35D14C8F8912654,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\Script Note to ET.DOC,5.1,1998-09-04,2017-12-14,2D07F469E873A538A9E7FF373816C455,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Various Letters\Tape Note to ET.DOC,5.1,1998-09-04,2017-12-14,51589793AFDD1B886B9DE58CA063FECC,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Atlanta Video Plans.DOC,5.6,1998-09-04,2017-12-14,085260E39DB7EB279C31DA424D10E94D,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Cameraman Garreffi.DOC,4.6,1998-09-04,2017-12-14,958780D5D67B05C4FE25F81785196BF6,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Enfield Video Planning Ltr.DOC,10.2,1998-09-04,2017-12-14,4333D0CD1911B85F3120A5098B3234A8,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Garreffi letter.DOC,10.2,1998-09-04,2017-12-14,86EB0D367FE56AC7EB33428F64FBBAD2,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\GRAPHICS=Driver's Licenses.DOC,6.1,1998-09-04,2017-12-14,1C0C28373B490C4576BC934500217226,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Miami plans Jan 29.DOC,10.2,1998-09-04,2017-12-14,41D1C581D0B6E7AB92C095E7E976E71E,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\New Hampshire Request.DOC,10.2,1998-09-04,2017-12-14,6BFDDA380458DD91D1B5FDE83C744582,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\NYC planning  Jan 27.DOC,10.8,1998-09-04,2017-12-14,D50C35E0578831B8375AFF88E3CD818B,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\NYC Video Plans 2nd night.DOC,10.8,1998-09-04,2017-12-14,A687D8EDCB67EF49C08E1AADB9F8A875,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\NYC Video Plans ATM.DOC,10.2,1998-09-04,2017-12-14,4B89C0DB9E0CD12B3956A3D45BEE8BD0,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Pam Tape Request.DOC,5.6,1998-09-04,2017-12-14,5EC601B508955E0A493DD49C074B2F9F,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Payment  Greenfield Dub.DOC,5.1,1998-09-04,2017-12-14,B09D3906E80DA95678695E6A56DE4795,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Payment2 Greenfield Dub.DOC,5.1,1998-09-04,2017-12-14,0D34843F9CFB29F2F9CD3962F3B18752,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Video Plans New Haven.DOC,10.8,1998-09-04,2017-12-14,830A3C3A21AF5DE8818EC8CBAC75CAF6,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Video Memos\Washn Video plans.DOC,5.1,1998-09-04,2017-12-14,888AC36824BBAB8BC02652A05FF0029A,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\ATM story PROPOSAL.DOC,10.2,1998-09-04,2017-12-14,42B6DF560B00907EB7B8F7FA8EE23B3C,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\ATM Topic Memo to Pam.DOC,10.2,1998-09-04,2017-12-14,709FC780FFB9F9CBA82B2661E7891C70,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\New Haven precheck.DOC,6.1,1998-09-04,2017-12-14,C697441CC78E6392D7C9BCC648134719,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\Prof Schrieber's Money.DOC,6.1,1998-09-04,2017-12-14,D70309387A2FA959754F3618DB24B6A7,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\Travel tickets ATM.DOC,5.6,1998-09-04,2017-12-14,09AAC279F52CD06CCE10E73F7970E6FD,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\Travel to NYC.DOC,5.1,1998-09-04,2017-12-14,BA24C833058CBBB5A4118B52C9B7DD28,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\Trip Sched NewHaven 1.DOC,5.1,1998-09-04,2017-12-14,0C4613D34D7114E9E202E25650EA22CB,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\Work Memos\Trip Sched NewHaven 2.DOC,6.1,1998-09-04,2017-12-14,06A9299D720ABC3958A482E0F67937DB,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = CNN Daily Scripts\CNN = Daily Summary.DOC,10.2,1998-09-04,2017-12-14,72AB871619645775FCDBF7E857B844A4,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = CNN Daily Scripts\CNN=#1=MONDAY.DOC,15.9,1998-09-04,2017-12-14,8B9382F38CF38C576283B947F137F139,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = CNN Daily Scripts\CNN=#2=TUESDAY.DOC,14.8,1998-09-04,2017-12-14,3FAEE1DE7F881FBC0D8D0570E621B9B9,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = CNN Daily Scripts\CNN=#3=WEDNESDAY.DOC,16.4,1998-09-04,2017-12-14,C0D12B956D251F8BD7BEB5E6EE2B5E77,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = CNN Daily Scripts\CNN=#4=THURSDAY.DOC,15.4,1998-09-04,2017-12-14,63F48398431B0C506BC1EAF15310E620,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = CNN Daily Scripts\CNN=#5=FRIDAY.DOC,16.4,1998-09-04,2017-12-14,778F3A1C1C1475B5C9EB72AA820B57ED,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = CNN Daily Scripts\Daily Air Log.DOC,5.6,1998-09-04,2017-12-14,0F8D96314333F55764E0ECD1B4021F63,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = Headline News\Headline=#1=MONDAY.DOC,15.4,1998-09-04,2017-12-14,E26FF6C9B5D85A81E8C769C76A48AF5B,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = Headline News\Headline=#2=TUESDAY.DOC,14.8,1998-09-04,2017-12-14,A68E0810F8358E34FAF6946585AE5B3F,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = Headline News\Headline=#3=WEDNESDAY.DOC,15.4,1998-09-04,2017-12-14,30B1AB0CE8B7B919FE3A48A2CBB5C180,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = Headline News\Headline=#4=THURSDAY.DOC,14.8,1998-09-04,2017-12-14,5E63447BE4DCD44D2E569340AF2FA50A,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = Headline News\Headline=#5=FRIDAY.DOC,16.4,1998-09-04,2017-12-14,81DC728D3C1F83037E0E602C00972FD3,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR = Headline News\Weekly Series Summary.DOC,10.2,1998-09-04,2017-12-14,8AC939FB7622F5F48DE709506C14406D,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR=STAMP of SHAME #1  .DOC,28.7,1998-09-04,2017-12-14,FC07085F750EC65D55815025FB482488,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\AIR=STAMP of SHAME #2  .DOC,27.6,1998-09-04,2017-12-14,A6D83EAE55E5C972586DF3BCF01A7199,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Arrest Totals = Mail Theft  .DOC,12.8,1998-09-04,2017-12-14,964759A49E8769A531593ABC93A96B2E,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\CASE Notes = THEFTS  .DOC,67.1,1998-09-04,2017-12-14,37757E508CDDADAC994B316E0DC5D20C,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Daily Air Notes\Anchor Leads for Series  .DOC,10.2,1998-09-04,2017-12-14,D46811D90784D96D951A8342A5A339A3,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Daily Air Notes\Ltr = St. Jude #2  .DOC,5.6,1998-09-04,2017-12-14,6DF89719C2F2C8FDE68FBDFA361B296E,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Daily Air Notes\Ltr = St. Jude .DOC,10.2,1998-09-04,2017-12-14,9DD94E8D540EFC6779D006B29BA6667D,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Daily Air Notes\Note = Kaczaraba re 6pm  .DOC,5.1,1998-09-04,2017-12-14,9BEA86A0EF390C27E47A602AF878BA24,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Daily Air Notes\TEASES = for day-to-day  .DOC,10.8,1998-09-04,2017-12-14,D1DB22D68D5EFBD8235B419C313E71A4,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Earlier Scripts = Postal\SCRIPT= MAIL THEFT  #1.DOC,33.8,1998-09-04,2017-12-14,765EB38800572788D0CC426962E58A60,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Earlier Scripts = Postal\SCRIPT= MAIL THEFT  #1B.DOC,34.3,1998-09-04,2017-12-14,1AD03E2501997CA1B96B038568E3F2CC,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Earlier Scripts = Postal\SCRIPT= MAIL THEFT #2.DOC,25.6,1998-09-04,2017-12-14,422AEBC88099F355AC65C8F3DC3A1244,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Earlier Scripts = Postal\SCRIPT= MAIL THEFT #2B.DOC,28.2,1998-09-04,2017-12-14,F9CE521AAF181AD545F7DCAD388918C5,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Earlier Scripts = Postal\Working File = STAND-UPs\Stand-up Notes.DOC,6.1,1998-09-04,2017-12-14,718927C494A9475337758D0C21A86A45,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Earlier Scripts = Postal\Worklist= POST-Product'n.DOC,10.2,1998-09-04,2017-12-14,52DBFD5E35D2B05F2B9FA231F95B5F99,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Congress= Rep (2).DOC,10.2,1998-09-04,2017-12-14,0F3B0F8F20E4E2CDC3DB55465D9B29E5,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Congress= Rep.DOC,10.2,1998-09-04,2017-12-14,624667A90271162FD6C7187A03DD7126,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Diamonds=Orion Interview.DOC,6.1,1998-09-04,2017-12-14,AEE5D12618FB748C297B7A8BD1AACF12,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Diamonds=Orion Letter.DOC,10.2,1998-09-04,2017-12-14,71515AA0132D080B39968DB94BA3D82F,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Letter to Melendez.DOC,10.2,1998-09-04,2017-12-14,3A7ADF345E4957A0D84E9A8C1EB455AC,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Ltr = Melendez' Lawyer.DOC,10.2,1998-09-04,2017-12-14,FA6EDC4734A05D1ADB92C5F62817F350,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Memphis= MITCHELL.DOC,5.6,1998-09-04,2017-12-14,B046ED7B8ACAC5868BA3BF523C879DBD,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Newark Airport=Access Ltr.DOC,10.2,1998-09-04,2017-12-14,BB741AA7ABBD384CF5C1A8E4BD745C7B,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Note to Melnikoff.DOC,5.1,1998-09-04,2017-12-14,2C19631EFAEAEC4764548049BE1F6EE2,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Warden Ltr--Fairton.DOC,10.2,1998-09-04,2017-12-14,6B0608F924AA08EF0517044F014EEB4F,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Warden's Asst.DOC,10.2,1998-09-04,2017-12-14,A26BFCC0214B4BF88AB6A7BBC10F490B,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Wilson--Prison Request.DOC,10.2,1998-09-04,2017-12-14,E34483CABD3FC52752A242207E8DFE5B,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Wilson--Transcript.DOC,6.1,1998-09-04,2017-12-14,23176C20967102473BDD7F5A5AA878CA,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Award Entry = ACE.DOC,10.2,1998-09-04,2017-12-14,F8C15DF87DF1386D02CAE1D89334A67D,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Larry King show\Larry King = Questions.DOC,10.2,1998-09-04,2017-12-14,167271EDEBB661D9F4AF48B9545FC9D3,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Larry King show\Larry King = Tape Notes.DOC,10.2,1998-09-04,2017-12-14,0F413BF7D791447891805EBA2BAC4CEB,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Larry King show\Larry King = Violin.DOC,6.1,1998-09-04,2017-12-14,2983D02F0D94D2434709126A4EAB8987,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\LEGAL matters\Legal Letter = Danny Rubio.DOC,15.9,1998-09-04,2017-12-14,966A88F9B9650398F5C9E5D94381B45A,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\LEGAL matters\Legal Note to Jennifer.DOC,5.6,1998-09-04,2017-12-14,092E940F5432BF77016FEBAB832EE339,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Magazine Idea--Postal.DOC,10.2,1998-09-04,2017-12-14,EEDB04CA09BDC1FB46B5AB991DD6B47A,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\MEMO re 2020.DOC,5.1,1998-09-04,2017-12-14,94107005FC999F17A5A5BBAFB1237A2A,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Memos to Brass\ETurner re 5-part Tape.DOC,5.6,1998-09-04,2017-12-14,54AF7E0564D95464BCCDE8578ADE5B83,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Memos to Brass\Furnad & Turner memo.DOC,6.1,1998-09-04,2017-12-14,00F5D745CA748B7087D9C3D6FE0AA5E3,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Memos to Brass\Furnad Note on 5-parter.DOC,5.6,1998-09-04,2017-12-14,24C6E6FFE7F3E942ED9D116EF8BF1F98,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Memos to Brass\Furnad re 5-part Tape.DOC,5.1,1998-09-04,2017-12-14,2BE8037FC718DBF2EFF3F9E4B4A0B205,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes re Daily Newscasts\Headline re 5-part Tape.DOC,5.1,1998-09-04,2017-12-14,29AA7DA3196E0EEC7B74DB57AE1391E0,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes re Daily Newscasts\Script Note to B.DOC,5.1,1998-09-04,2017-12-14,44D3DDF4DAEC3792B06E8A85372BCD50,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes re Daily Newscasts\Script Note to F.DOC,5.6,1998-09-04,2017-12-14,1CFAC353B6175FD9BCBBB314A4ED3830,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Note to Lane= 5-part series.DOC,5.6,1998-09-04,2017-12-14,DFA5196DBD1F18B01DA27C5D4A46BABF,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Pam Memo = Part One.DOC,10.2,1998-09-04,2017-12-14,A5CD1633DFFEAC41C60E61F762E3EC4B,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Script note to Lane.DOC,5.1,1998-09-04,2017-12-14,06FA2ACF150EBF7AE6B6B43226E48807,
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Script note--Pam, Pt.DOC",5.1,1998-09-04,2017-12-14,73D714CE1685A270D6D8B2F4EC3C1C51,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Script note--Pam.DOC,5.1,1998-09-04,2017-12-14,CEE7C32EC60F561E67047B6190EE4707,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Race Letter= Viewer.DOC,10.8,1998-09-04,2017-12-14,008363DC5DA1E5A1CF1F299C8FA7D589,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Race Memo= Furnad.DOC,15.4,1998-09-04,2017-12-14,48D11B1A1EE7275E7A4A437CB508758D,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\WORKING Checklist.DOC,21,2003-08-13,2017-12-14,9DD19491C1CED198603729216A598096,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\PHONES = Postal  .DOC,39.9,2006-08-29,2017-12-14,B9E83FE2EA4C8C5E9F9BBDDB035BF97A,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\HQ Complaint = Reply.DOC,10.8,1998-09-04,2017-12-14,33E9E18825DD75F23839DAA9EB6EEA81,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Meetings with Postal.DOC,11.8,1998-09-04,2017-12-14,BF155F3BAA5EE7FFF8B4E182545E47E7,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Newark Ltr = Casino Tape.DOC,10.2,1998-09-04,2017-12-14,4FA689729FDFD04B0B11FBA24B8C0CEA,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\QUESTIONS = P.O.DOC,12.8,1998-09-04,2017-12-14,7CF72B7DFDE27E47ED6406DA29AB4D1D,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Request--Letter to Postal.DOC,11.3,1998-09-04,2017-12-14,106ED52B15B5A91D01F64FDF21FDD246,
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Request--Second Letter.DOC,10.2,1998-09-04,2017-12-14,B831A7C15C250245CAF74A40E80AEE38,
