FITS_File_Path,FITS_Format_Name,FITS_Format_Version,FITS_PUID,FITS_Identifying_Tool(s),FITS_Multiple_IDs,FITS_Date_Last_Modified,FITS_Size_KB,FITS_MD5,FITS_Creating_Application,FITS_Valid,FITS_Well-Formed,FITS_Status_Message,NARA_Format Name,NARA_File Extension(s),NARA_PRONOM URL,NARA_Risk Level,NARA_Proposed Preservation Plan,NARA_Match_Type,Technical_Appraisal,Other_Risk
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = BANK SECRETS\Bank Secrets = Key Letters\Lawyer Update Note.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.12,a68e44e23ea34b38b98d60e0f0a1cbf1,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = BANK SECRETS\Bank Secrets = Scripts\Lede = Magazine Story.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.12,bbe774e4891c93f9c52b59df439ba47d,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = BANK SECRETS\Bank Secrets = Scripts\Lede = Magazine Story.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.12,bbe774e4891c93f9c52b59df439ba47d,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1999\AIR = Trail of Blood\Legal = Blood\Legal = Briefing Book  .doc,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,False,2264-01-11,115.712,2f14ae4de2e40b10e004a119b940bdc6,Microsoft Word for Windows 95,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1999\AIR = Trail of Blood\Legal = Blood\Legal = Briefing Book  .doc,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,False,2264-01-11,115.712,2f14ae4de2e40b10e004a119b940bdc6,Microsoft Word for Windows 95,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal = Bus Dailies  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,bc7f6a1287ea77d4f2354a62cb90ee8d,Microsoft Word 6.0.1,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal = Bus Dailies  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,bc7f6a1287ea77d4f2354a62cb90ee8d,Microsoft Word 6.0.1,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Legal = Copy Spot answer.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,5bb1ea125cebad78cd25b759e62eb576,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Legal = Copy Spot answer.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,5bb1ea125cebad78cd25b759e62eb576,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal = School Bus #1  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,fc9268f488b3019fca72bb6ba5319843,Microsoft Word 6.0.1,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal = School Bus #1  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,fc9268f488b3019fca72bb6ba5319843,Microsoft Word 6.0.1,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal = School Bus #2  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,7cc1016b39416777fc52d8a96c7c8b47,Microsoft Word 6.0.1,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal = School Bus #2  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,7cc1016b39416777fc52d8a96c7c8b47,Microsoft Word 6.0.1,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1999\AIR = Trail of Blood\Legal = Blood\Legal = Transcripts  .doc,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; Exiftool version 11.54; ffident version 0.2; Tika version 1.21,False,2263-12-31,25.088,5ae712ea07da1deaf48eca7bfb50a28b,Microsoft Word for Windows 95,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1999\AIR = Trail of Blood\Legal = Blood\Legal = Transcripts  .doc,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; Exiftool version 11.54; ffident version 0.2; Tika version 1.21,False,2263-12-31,25.088,5ae712ea07da1deaf48eca7bfb50a28b,Microsoft Word for Windows 95,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\LEGAL matters\Legal Letter = Danny Rubio.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,15.872,966a88f9b9650398f5c9e5d94381b45a,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\LEGAL matters\Legal Letter = Danny Rubio.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,15.872,966a88f9b9650398f5c9e5d94381b45a,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\AIR = WILD, WILD EAST\Various Memos\Other Notes CNN folks\Legal Memo Fla UC cam.DOC",Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,6.144,964341fe2c0674965425a3ce2a304f0e,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\AIR = WILD, WILD EAST\Various Memos\Other Notes CNN folks\Legal Memo Fla UC cam.DOC",Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,6.144,964341fe2c0674965425a3ce2a304f0e,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\LEGAL matters\Legal Note to Jennifer.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.632,092e940f5432bf77016febab832ee339,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\LEGAL matters\Legal Note to Jennifer.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.632,092e940f5432bf77016febab832ee339,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ARSON\EDITING Notes\Legal Notes LA Gang.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.632,7e804d0adab35de558365b0288dbfd42,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ARSON\EDITING Notes\Legal Notes LA Gang.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.632,7e804d0adab35de558365b0288dbfd42,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal reply = Sch Bus #2  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,b7e92dbc542d11f5566edd73b470823a,Microsoft Word 6.0.1,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\Various Memos = All\Various Memos\Legal reply = Sch Bus #2  .DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; Tika version 1.21,True,2256-10-04,7.168,b7e92dbc542d11f5566edd73b470823a,Microsoft Word 6.0.1,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\NOTES = INTERVIEWS\Letter Deignan and Hart.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.752,cd5aa3660c46a729c12cd617dd06b97a,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\NOTES = INTERVIEWS\Letter Deignan and Hart.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.752,cd5aa3660c46a729c12cd617dd06b97a,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\NOTES = INTERVIEWS\Letter Deignan Script.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,6.144,5849aa239f4dd05887168067dce8b409,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ATM FRAUD\NOTES = INTERVIEWS\Letter Deignan Script.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,6.144,5849aa239f4dd05887168067dce8b409,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ARSON\Case File Los Angeles\Letters LAPD FireDpt\Letter LA Fire Dept.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.752,c2f8a9ce7c5983cb96f04ea9968726ad,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = ARSON\Case File Los Angeles\Letters LAPD FireDpt\Letter LA Fire Dept.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.752,c2f8a9ce7c5983cb96f04ea9968726ad,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Letter to Melendez.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,3a7adf345e4957a0d84e9a8c1eb455ac,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Interview Requests\Letter to Melendez.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,3a7adf345e4957a0d84e9a8c1eb455ac,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Letters = Copycat Story\Lompoc  Lawyer Letter.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,1423025c5a4c4c65871511e15f3d5ceb,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Letters = Copycat Story\Lompoc  Lawyer Letter.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,1423025c5a4c4c65871511e15f3d5ceb,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Letters = Copycat Story\Lompoc Letter.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,96c79538a8217fb40eecc48d023adf2b,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Letters = Copycat Story\Lompoc Letter.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,10.24,96c79538a8217fb40eecc48d023adf2b,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Letters = Copycat Story\Lompoc Warden Letter.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,6.144,a7bbd09a2e29f3b79ce2ea11708973cf,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = COPYCAT\Letters = Copycat Story\Lompoc Warden Letter.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,6.144,a7bbd09a2e29f3b79ce2ea11708973cf,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\AIR = WILD, WILD EAST\VIDEO Memo File\London Shipment 2.DOC",Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.12,6714f224275fffd85f20f74f933c35b4,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\AIR = WILD, WILD EAST\VIDEO Memo File\London Shipment 2.DOC",Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.12,6714f224275fffd85f20f74f933c35b4,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\AIR = WILD, WILD EAST\VIDEO Memo File\London Shipment.DOC",Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.12,694a00a6da4e16dbef6b2fb9114beeec,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\AIR = WILD, WILD EAST\VIDEO Memo File\London Shipment.DOC",Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,5.12,694a00a6da4e16dbef6b2fb9114beeec,,,,,Microsoft Word for Windows 6.0 95,doc|dot,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Retain,PRONOM,Not for TA,Not for Other
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1993\AIR = BANK SECRETS\Bank Secrets = Fed Agencies\Loss in Louisville.DOC,Microsoft Word Binary File Format,6.0/95,https://www.nationalarchives.gov.uk/pronom/fmt/39,Droid version 6.4; file utility version 5.03; Exiftool version 11.54; NLNZ Metadata Extractor version 3.6GA; Tika version 1.21,True,2256-10-04,17.92,26c139c0089ac7ebaeb9fbc5e7012a49,,,,,Microsoft Word for Macintosh 6.0,doc,https://www.nationalarchives.gov.uk/pronom/fmt/39,Moderate Risk,Transform to PDF,PRONOM,Not for TA,Not for Other
